 3394,35      0,20051       178,37         
 3424,3       0,14098       115,59         
 3454,25      0,38149       109,50         
 3484,2       0,60656       135,79         
 3514,15      0,73837       170,87         
 3544,1       0,79238       -147,81        
 3574,05      0,80695       -102,11        
 3604         0,80557       -53,41         
 3633,95      0,802         -3,39          
 3663,9       0,8054        46,77          
 3693,85      0,81849       95,56          
 3723,8       0,84121       141,61         
 3753,75      0,87739       -175,70        
 3783,7       0,92084       -136,33        
 3813,65      0,96493       -99,17         
 3843,6       0,99261       -62,08         
 3873,55      0,99256       -22,61         
 3903,5       0,97184       20,56          
 3933,45      0,94611       66,92          
 3963,4       0,92563       115,37         
 3993,35      0,90794       164,67         
 4023,3       0,89377       -145,75        
 4053,25      0,8802        -95,88         
 4083,2       0,86339       -46,46         
 4113,15      0,8462        0,98           
 4143,1       0,82405       44,06          
 4173,05      0,792         80,51          
 4203         0,75369       109,97         
 4232,95      0,72008       135,91         
 4262,9       0,70627       163,58         
 4292,85      0,70422       -164,00        
 4322,8       0,69693       -127,33        
 4352,75      0,66738       -88,36         
 4382,7       0,60715       -50,50         
 4412,65      0,5055        -19,72         
 4442,6       0,37453       -7,05          
 4472,55      0,34988       -16,50         
 4502,5       0,46795       -8,75          
 4532,45      0,58752       21,23          
 4562,4       0,66933       61,16          
 4592,35      0,71788       104,42         
 4622,3       0,73522       146,89         
 4652,25      0,71754       -173,89        
 4682,2       0,67512       -139,13        
 4712,15      0,62686       -109,23        
 4742,1       0,60332       -81,75         
 4772,05      0,62794       -52,43         
 4802         0,68292       -17,64         
 4831,95      0,74895       24,00          
 4861,9       0,81711       70,47          
 4891,85      0,87226       119,66         
 4921,8       0,91761       170,34         
 4951,75      0,94103       -140,00        
 4981,7       0,93077       -90,78         
 5011,65      0,89382       -42,47         
 5041,6       0,79922       3,70           
 5071,55      0,65798       50,00          
 5101,5       0,47509       93,72          
 5131,45      0,29042       150,60         
 5161,4       0,22628       -147,87        
 5191,35      0,20622       -93,21         
 5221,3       0,19047       -41,96         
 5251,25      0,22996       21,11          
 5281,2       0,38613       70,03          
 5311,15      0,56048       110,19         
 5341,1       0,7148        152,70         
 5371,05      0,83377       -162,73        
 5401         0,91058       -115,66        
 5430,95      0,94906       -66,34         
 5460,9       0,95547       -15,61         
 5490,85      0,92612       36,79          
 5520,8       0,85886       89,70          
 5550,75      0,73722       142,73         
 5580,7       0,5584        -159,55        
 5610,65      0,44781       -86,88         
 5640,6       0,49922       -18,90         
 5670,55      0,54835       33,21          
 5700,5       0,52951       75,43          
 5730,45      0,45971       108,25         
 5760,4       0,39319       127,70         
 5790,35      0,38869       139,96         
 5820,3       0,42122       160,66         
 5850,25      0,40312       -168,45        
 5880,2       0,28479       -129,24        
 5910,15      0,09449       -52,06         
 5940,1       0,22251       92,03          
 5970,05      0,45101       147,05         
 6000         0,62181       -161,61        
